startdat,enddate,aex1_1,aex1_2,aex1_3,aex1_4,aex1_5,aex1_6,aex1_7,aex1_8,aex1_9,aex1_9_t,aex1_10,aex1_11,aex2,aex3,complete,qflag,ppage,ppeducat,ppeduc5,ppethm,ppgender,pphhsize,pphouse4,ppinc7,ppmarit5,ppmsacat,ppreg4,pprent,ppemploy,ppstaten,ppt18ov,ppkid017,ppreg9,sstno,partyid4,ind1,ppcm0006,pprent_n,ppcm0166,urb_sub_,msc,ppracem,core_par,weights
9/19/2021 9:01:45,9/19/2021 9:11:51,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,I wouldn’t want to bring any species back,Somewhat concerned,No,qualified,1,51,HS,High school graduate (high school diploma or the equivalent GED),"White, Non-Hispanic",Female,2,One-family house detached from any other house,"$150,000 or more",Now married,Non-metro area,Midwest,Owned or being bought by you or someone in,Working full-time,KS,2,0,West-North Central,70,Republican,Retail/Stores/Shopping (including Online Retail),You do about half of it,Owned by you or someone in your household with a mortgage or loan,2-9,Suburban,Not in an MSA,White,No,.8426914
9/18/2021 19:36:17,9/18/2021 19:50:07,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,I don’t know,Not selected,Somewhat concerned,No,qualified,1,44,Bachelor or higher,Master’s degree or above,"White, Non-Hispanic",Male,4,One-family house detached from any other house,"$150,000 or more",Now married,Metro area,South,Owned or being bought by you or someone in,Working full-time,AL,3,1,East-South Central,70,Independent,"Health Care (including Elder Care, Home Health Care)",Someone else does all of it,Owned by you or someone in your household with a mortgage or loan,5000+,Urban,In the center city of an MSA,White,Yes,.7562221
9/19/2021 8:15:29,9/19/2021 8:25:38,Not selected,Not selected,Dodo birds,Not selected,Not selected,Not selected,Northern White Rhinoceros,Giant Tortoise,Not selected,Not selected,Not selected,Not selected,Somewhat concerned,I’m not sure,qualified,1,24,HS,High school graduate (high school diploma or the equivalent GED),"White, Non-Hispanic",Male,4,One-family house detached from any other house,"$75,000 to $99,999",Never married,Metro area,Northeast,Owned or being bought by you or someone in,Working full-time,RI,4,0,New England,70,Independent,Construction and Specialty Contractors (such as Plumbing and Electrical),Someone else does all of it,Owned by you or someone in your household free and clear (without a mortgage or loan),5000+,Suburban,Inside a suburban county of the MSA,White,No,.9334375
9/18/2021 8:54:09,9/18/2021 9:03:52,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,I wouldn’t want to bring any species back,Somewhat concerned,No,qualified,1,50,Bachelor or higher,Bachelor’s degree,Hispanic,Male,5,One-family house detached from any other house,"$100,000 to $149,999",Now married,Metro area,West,Owned or being bought by you or someone in,Working full-time,CA,5,0,Pacific,70,Independent,"Finance, Banking, and Insurance",Someone else does all of it,Owned by you or someone in your household with a mortgage or loan,5000+,Suburban,Outside the center city of an MSA but inside the county containing the center city,White,No,1.0021122
9/17/2021 21:45:45,9/17/2021 21:58:16,Dinosaurs,Woolly Mammoths,Dodo birds,Not selected,Not selected,Not selected,Northern White Rhinoceros,Giant Tortoise,Not selected,Not selected,Not selected,Not selected,Very concerned,I’m not sure,qualified,1,60,Some college,Some college or Associate degree,"White, Non-Hispanic",Female,1,Building with 2 or more apartments,"$25,000 to $49,999",Divorced,Non-metro area,Midwest,Rented for cash,Working full-time,NE,1,0,West-North Central,70,Democrat,"Health Care (including Elder Care, Home Health Care)",You do all of it,Rented,250-499,Urban,Not in an MSA,White,No,1.0107237
9/18/2021 3:20:27,9/18/2021 3:35:37,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,I wouldn’t want to bring any species back,Somewhat concerned,Yes,qualified,1,56,HS,High school graduate (high school diploma or the equivalent GED),"White, Non-Hispanic",Female,5,One-family house detached from any other house,"$100,000 to $149,999",Now married,Metro area,Northeast,Owned or being bought by you or someone in,Working part-time,NJ,4,1,Mid-Atlantic,70,Democrat,Education and Tutoring,You do all of it,Owned by you or someone in your household with a mortgage or loan,250-499,Suburban,Inside a suburban county of the MSA,White,Yes,.766023
9/17/2021 17:40:02,9/17/2021 17:47:10,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Northern White Rhinoceros,Not selected,Not selected,Not selected,Not selected,Not selected,Somewhat concerned,I’m not sure,qualified,1,38,Bachelor or higher,Master’s degree or above,"White, Non-Hispanic",Male,4,One-family house detached from any other house,"$100,000 to $149,999",Now married,Metro area,Midwest,Owned or being bought by you or someone in,Working full-time,IA,2,2,West-North Central,70,Democrat,Education and Tutoring,You do most of it,Owned by you or someone in your household with a mortgage or loan,500-999,Urban,In the center city of an MSA,White,Yes,.7581595
9/18/2021 18:14:43,9/18/2021 18:21:24,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,I don’t know,Not selected,Somewhat concerned,I’m not sure,qualified,1,26,HS,High school graduate (high school diploma or the equivalent GED),"White, Non-Hispanic",Male,3,One-family house detached from any other house,"$100,000 to $149,999",Never married,Non-metro area,Midwest,Owned or being bought by you or someone in,Not working,OH,3,0,East-North Central,70,Something else,Not asked,"Someone else does most of it, you do some of it",Owned by you or someone in your household with a mortgage or loan,Not asked,Rural,Not in an MSA,White,No,1.186186
9/17/2021 18:29:21,9/17/2021 18:43:40,Dinosaurs,Woolly Mammoths,Dodo birds,Mastodon,Saber-Toothed Tigers,Tasmanian Tigers,Northern White Rhinoceros,Giant Tortoise,Not selected,Not selected,Not selected,Not selected,Not very concerned,I’m not sure,qualified,1,33,Bachelor or higher,Bachelor’s degree,"White, Non-Hispanic",Male,5,One-family house detached from any other house,"$100,000 to $149,999",Never married,Metro area,West,Owned or being bought by you or someone in,Working part-time,CA,5,0,Pacific,70,Something else,"Professional, Scientific, Technical, and Business Services","Someone else does most of it, you do some of it",Owned by you or someone in your household with a mortgage or loan,2-9,Suburban,Outside the center city of an MSA but inside the county containing the center city,White,No,.7156394
9/17/2021 20:15:41,9/17/2021 20:31:58,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,I don’t know,Not selected,Somewhat concerned,I’m not sure,qualified,1,61,Some college,Some college or Associate degree,"White, Non-Hispanic",Female,2,One-family house detached from any other house,"$150,000 or more",Now married,Non-metro area,West,Owned or being bought by you or someone in,Working full-time,WY,2,0,Mountain,70,Republican,Retail/Stores/Shopping (including Online Retail),You do most of it,Owned by you or someone in your household with a mortgage or loan,10-24,Rural,Not in an MSA,White,No,1.0004066
9/17/2021 17:59:23,9/17/2021 18:24:35,Dinosaurs,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not very concerned,No,qualified,1,33,HS,High school graduate (high school diploma or the equivalent GED),"Black or African American, Non-Hispanic",Male,2,One-family house detached from any other house,"$10,000 to $24,999",Never married,Metro area,Midwest,Owned or being bought by you or someone in,Working full-time,MI,1,1,East-North Central,70,Democrat,Retail/Stores/Shopping (including Online Retail),You do all of it,Owned by you or someone in your household with a mortgage or loan,2500-5000,Suburban,Outside the center city of an MSA but inside the county containing the center city,Black or African American,Yes,1.3529993
9/17/2021 18:34:10,9/17/2021 18:47:46,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,I don’t know,Not selected,I don’t know,I’m not sure,qualified,1,63,HS,High school graduate (high school diploma or the equivalent GED),"White, Non-Hispanic",Female,2,One-family house detached from any other house,"$50,000 to $74,999",Now married,Metro area,South,Owned or being bought by you or someone in,Not working,TN,2,0,East-South Central,70,Republican,Not asked,You do most of it,Owned by you or someone in your household free and clear (without a mortgage or loan),Not asked,Rural,Inside a suburban county of the MSA,White,No,.7659234
9/17/2021 20:52:23,9/17/2021 21:08:26,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,I wouldn’t want to bring any species back,Very concerned,I’m not sure,qualified,1,31,Some college,Some college or Associate degree,"White, Non-Hispanic",Male,2,One-family house detached from any other house,"$150,000 or more",Never married,Metro area,South,Owned or being bought by you or someone in,Working full-time,NC,2,0,South Atlantic,70,Something else,"Information (including Publishing, Media, Telecom, Internet Search, and Social Networking)",You do most of it,Owned by you or someone in your household with a mortgage or loan,5000+,Urban,In the center city of an MSA,White,No,.9787655
9/19/2021 7:24:37,9/19/2021 7:48:41,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,I don’t know,Not selected,Very concerned,Yes,qualified,1,62,Bachelor or higher,Master’s degree or above,"White, Non-Hispanic",Female,3,One-family house detached from any other house,"$25,000 to $49,999",Now married,Metro area,Midwest,Owned or being bought by you or someone in,Not working,MO,2,1,West-North Central,70,Independent,Not asked,You do all of it,Owned by you or someone in your household free and clear (without a mortgage or loan),Not asked,Urban,In the center city of an MSA,White,Yes,.7375304
9/19/2021 10:48:22,9/19/2021 10:53:47,Not selected,Woolly Mammoths,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Very concerned,Yes,qualified,1,53,HS,High school graduate (high school diploma or the equivalent GED),"White, Non-Hispanic",Male,2,One-family condo or townhouse attached to other units,"$150,000 or more",Now married,Metro area,Northeast,Rented for cash,Working full-time,MA,2,0,New England,70,Democrat,"Delivery Services, Warehousing, and Transportation (including Air, Rail, Water, Truck, and Passenger)",You do about half of it,Rented,10-24,Suburban,Outside the center city of an MSA but inside the county containing the center city,White,No,.7627822
9/19/2021 11:42:31,9/19/2021 12:05:29,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,I wouldn’t want to bring any species back,I don’t know,I’m not sure,qualified,1,62,Some college,Some college or Associate degree,"Black or African American, Non-Hispanic",Male,1,One-family condo or townhouse attached to other units,"$50,000 to $74,999",Never married,Metro area,Northeast,Rented for cash,Working full-time,NY,1,0,Mid-Atlantic,70,Independent,Not asked,"Someone else does most of it, you do some of it",Occupied without payment of rent,Not asked,Urban,In the center city of an MSA,Black or African American,No,1.1873373
9/19/2021 9:08:42,9/19/2021 9:21:35,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,I wouldn’t want to bring any species back,Not very concerned,I’m not sure,qualified,1,40,Some college,Some college or Associate degree,"White, Non-Hispanic",Male,2,One-family house detached from any other house,"$75,000 to $99,999",Now married,Metro area,South,Owned or being bought by you or someone in,Working full-time,FL,2,0,South Atlantic,70,Something else,"Finance, Banking, and Insurance","Someone else does most of it, you do some of it",Owned by you or someone in your household with a mortgage or loan,10-24,Suburban,Outside the center city of an MSA but inside the county containing the center city,White,No,.8011295
